#Datasets	Sample01	Sample02	Sample03	Sample04
"NCBI;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;"	228.0	0.0	0.0	800.0
"NCBI;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;"	3813.0	0.0	0.0	9158.0
"NCBI;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;"	0.0	0.0	0.0	0.0
"NCBI;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;"	0.0	0.0	0.0	1490.0
"NCBI;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;"	0.0	0.0	0.0	739.0
"NCBI;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Chaetothyriomycetidae;"	0.0	0.0	0.0	1577.0
"NCBI;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;"	0.0	0.0	0.0	1020.0
"NCBI;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;"	1419.0	0.0	0.0	1802.0
"NCBI;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;"	1368.0	0.0	0.0	3281.0
"NCBI;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;"	2902.0	0.0	0.0	5231.0
"NCBI;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;Hyaloscyphaceae;"	0.0	0.0	0.0	0.0
"NCBI;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;Hyaloscyphaceae;Hyaloscypha;"	0.0	0.0	0.0	0.0
"NCBI;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;Hyaloscyphaceae;Hyaloscypha;Hyaloscypha hepaticicola/Rhizoscyphus ericae species complex;"	1253.0	0.0	0.0	1564.0
"NCBI;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;"	0.0	0.0	0.0	69.0
"NCBI;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;"	0.0	0.0	0.0	52.0
"NCBI;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;"	0.0	0.0	0.0	1351.0
"NCBI;cellular organisms;Eukaryota;Viridiplantae;"	284.0	48.0	0.0	0.0
"NCBI;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;"	19.0	3.0	0.0	0.0
"NCBI;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;"	29.0	4.0	0.0	0.0
"NCBI;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;"	1274.0	15.0	0.0	0.0
"NCBI;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;"	0.0	1.0	0.0	0.0
"NCBI;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;"	0.0	1.0	0.0	0.0
"NCBI;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;"	0.0	12.0	0.0	0.0
"NCBI;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;"	0.0	49.0	0.0	0.0
"NCBI;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;"	0.0	808.0	0.0	0.0
"NCBI;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;"	0.0	1.0	0.0	0.0
"NCBI;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;"	0.0	90.0	0.0	0.0
"NCBI;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;commelinids;"	0.0	47.0	0.0	0.0
"NCBI;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;commelinids;Poales;"	0.0	1011.0	0.0	0.0
"NCBI;No hits;"	807536.0	798496.0	743459.0	819991.0
"NCBI;Not assigned;"	31942.0	56768.0	59122.0	31578.0
